clave_municipio,entidad,mpio,hogremjefmuj2015,popnoafmed2015,popden2020,crimen_2018,crimen_2019,tasa_covid
20302,Oaxaca,San Pedro Atoyac,3535.7,1277.8,48.289,232.82,41.92,15.191
20303,Oaxaca,San Pedro Cajonos,3716.8,1717.2,14.121,0,155.21,70.175
20304,Oaxaca,San Pedro Coxcaltepec Cantaros,2839,680.3,11.224,0,0,142.672
20305,Oaxaca,San Pedro Comitancillo,3184.7,869.2,26.124,24.71,0,227.631
20306,Oaxaca,San Pedro el Alto,2194.2,2078.3,36.479,0,0,15.869
20307,Oaxaca,San Pedro Huamelula,2543.5,998.6,19.268,19.72,39.31,100.400
20308,Oaxaca,San Pedro Huilotepec,2305.7,1649.7,32.403,0,0,122.287
20309,Oaxaca,San Pedro Ixcatlan,2166.2,974.9,27.735,39.43,68.83,13.555
20310,Oaxaca,San Pedro Ixtlahuaca,3032.2,2158.6,356.405,24.84,12.3,339.655
20311,Oaxaca,San Pedro Jaltepetongo,2515.3,128.4,10.815,0,0,0.000
20312,Oaxaca,San Pedro Jicayan,2603.3,1847.1,173.336,7.9,7.84,18.025
20313,Oaxaca,San Pedro Jocotipac,2832.8,526.3,17.879,0,0,0.000
20314,Oaxaca,San Pedro Juchatengo,2424.2,1652.8,16.184,0,0,17.986
20315,Oaxaca,San Pedro Martir,2974.7,1776.9,135.353,0,58.24,138.969
20316,Oaxaca,San Pedro Martir Quiechapa,3467.3,721.5,11.569,0,0,68.776
20317,Oaxaca,San Pedro Martir Yucuxaco,4250.6,2276,24.633,0,71.55,0.000
20318,Oaxaca,San Pedro Mixtepec Distrito 22,3151.9,1710.9,150.071,43.17,36.92,215.255
20319,Oaxaca,San Pedro Mixtepec Distrito 26,2792.2,1284.9,8.963,0,0,45.045
20320,Oaxaca,San Pedro Molinos,3529.4,2155.7,27.665,0,0,142.450
20321,Oaxaca,San Pedro Nopala,2767,1138.9,36.796,0,0,40.000
20322,Oaxaca,San Pedro Ocopetatillo,0,835.4,68.467,0,0,0.000
20323,Oaxaca,San Pedro Ocotepec,1863.7,886.6,17.61,46.15,0,9.079
20324,Oaxaca,San Pedro Pochutla,3068.8,1523.9,114.493,51.5,42.95,124.990
20325,Oaxaca,San Pedro Quiatoni,1466.5,866.8,22.211,0,0,31.710
20326,Oaxaca,San Pedro Sochiapam,2100.7,1532.9,26.051,19.42,19.32,20.972
20327,Oaxaca,San Pedro Tapanatepec,3295.4,1171.5,28.413,6.96,41.64,88.501
20328,Oaxaca,San Pedro Taviche,1650.2,546.4,19.144,0,0,7.994
20329,Oaxaca,San Pedro Teozacoalco,2000,1575.5,10.632,0,0,7.819
20330,Oaxaca,San Pedro Teutila,2570.9,836.5,99.032,0,22.59,153.777
20331,Oaxaca,San Pedro Tidaa,2712.9,904.9,64.141,0,0,0.000
20332,Oaxaca,San Pedro Topiltepec,3181.8,932.9,8.121,0,0,0.000
20333,Oaxaca,San Pedro Totolapam,3250.3,1984,8.41,75.61,113.23,262.966
20334,Oaxaca,Villa de Tututepec de Melchor Ocampo,3028,1256.5,40.464,61.33,73.56,46.107
20335,Oaxaca,San Pedro Yaneri,2883.2,175.8,10.961,0,0,10.417
20336,Oaxaca,San Pedro Yolox,2635.1,571.3,13.301,0,0,60.473
20337,Oaxaca,San Pedro y San Pablo Ayutla,3238.1,3338.9,51.784,46.19,0,31.447
20338,Oaxaca,Villa de Etla,3453.6,2076.9,578.827,46.73,74.22,455.978
20339,Oaxaca,San Pedro y San Pablo Teposcolula,2803.6,1546.3,26.865,0,0,118.743
20340,Oaxaca,San Pedro y San Pablo Tequixtepec,4024.4,1833.3,6.369,0,54.09,73.116
20341,Oaxaca,San Pedro Yucunama,2285.7,1355.9,7.871,0,0,167.364
20342,Oaxaca,San Raymundo Jalpan,3447.9,1387.9,214.472,0,0,326.146
20343,Oaxaca,San Sebastian Abasolo,2037.7,1303.7,120.567,0,0,357.143
20344,Oaxaca,San Sebastian Coatlan,2108.2,1161.3,15.84,0,36.22,39.258
20345,Oaxaca,San Sebastian Ixcapa,2545.1,1640.5,40.031,0,22.31,26.054
20346,Oaxaca,San Sebastian Nicananduta,2214.6,2317.8,50.359,0,0,40.000
20347,Oaxaca,San Sebastian Rio Hondo,1338.9,1037.1,51.464,0,0,21.147
20348,Oaxaca,San Sebastian Tecomaxtlahuaca,3196.3,2826.9,22.141,21.7,0,56.265
20349,Oaxaca,San Sebastian Teitipac,3411.1,3075.7,71.489,0,0,122.790
20350,Oaxaca,San Sebastian Tutla,3672,2032.4,1890.034,0,44.99,581.154
20351,Oaxaca,San Simon Almolongas,2713.4,1436.2,73.217,31.52,0,34.892
20352,Oaxaca,San Simon Zahuatlan,1212.1,2351.1,138.298,0,0,13.739
20353,Oaxaca,Santa Ana,2209.7,1616.3,47.149,0,0,44.267
20354,Oaxaca,Santa Ana Ateixtlahuaca,0,1104.7,24.922,0,0,0.000
20356,Oaxaca,Santa Ana del Valle,2527,3376.9,63.251,0,0,51.210
20357,Oaxaca,Santa Ana Tavela,2936.8,905.5,10.386,0,119.81,0.000
20358,Oaxaca,Santa Ana Tlapacoyan,2840.7,1651.3,16.865,52.71,0,53.398
20359,Oaxaca,Santa Ana Yareni,2608.7,3017.4,14.684,0,0,21.668
20360,Oaxaca,Santa Ana Zegache,2590.5,2194.5,148.6,0,0,125.224
20361,Oaxaca,Santa Catalina Quieri,3384.6,1274.4,17.475,0,0,10.604
20362,Oaxaca,Santa Catarina Cuixtla,2867.6,2235.5,11.957,0,0,92.715
20363,Oaxaca,Santa Catarina Ixtepeji,1722.6,1263.6,13.615,0,0,106.657
20364,Oaxaca,Santa Catarina Juquila,3392.9,985.8,22.989,32.54,19.4,180.771
20365,Oaxaca,Santa Catarina Lachatao,2608.7,1086.1,3.825,0,0,35.088
20366,Oaxaca,Santa Catarina Loxicha,2225.8,1408.5,52.387,25.94,25.87,27.687
20367,Oaxaca,Santa Catarina Mechoacan,2044.1,1829.6,74.82,41.4,20.56,23.519
20368,Oaxaca,Santa Catarina Minas,3272.7,2015.5,80.995,0,0,173.525
20369,Oaxaca,Santa Catarina Quiane,2859.7,1232.5,90.47,0,0,204.387
20370,Oaxaca,Santa Catarina Tayata,4000,301.7,14.025,0,0,44.053
20371,Oaxaca,Santa Catarina Ticua,4097,1639.2,64.402,0,0,63.927
20372,Oaxaca,Santa Catarina Yosonotu,3757.7,1497.4,18.418,0,0,17.231
20373,Oaxaca,Santa Catarina Zapoquila,3162.4,1120.2,3.59,0,0,0.000
20374,Oaxaca,Santa Cruz Acatepec,4215.9,923.8,117.249,0,0,12.308
20375,Oaxaca,Santa Cruz Amilpas,3579.9,1696.6,1292.85,0,34.23,562.011
20376,Oaxaca,Santa Cruz de Bravo,2857.1,112.4,3.251,0,0,0.000
20377,Oaxaca,Santa Cruz Itundujia,3200.3,798.9,51.28,34.68,8.62,25.918
20378,Oaxaca,Santa Cruz Mixtepec,2703,1328.5,56.075,0,24.78,106.732
20379,Oaxaca,Santa Cruz Nundaco,3636.4,1068.1,18.504,0,0,16.324
20380,Oaxaca,Santa Cruz Papalutla,2056.9,1640.8,195.296,0,0,282.132
20381,Oaxaca,Santa Cruz Tacache de Mina,2682.9,1106.5,88.634,0,37.97,100.430
20382,Oaxaca,Santa Cruz Tacahua,2055.2,734.8,12.032,0,0,34.752
20383,Oaxaca,Santa Cruz Tayata,2424.2,2161.2,14.133,0,0,0.000
20384,Oaxaca,Santa Cruz Xitla,2440.7,2488.4,125.268,20.22,20.1,50.312
20385,Oaxaca,Santa Cruz Xoxocotlan,3404.5,2220.4,1311.587,15.69,16.66,457.512
20386,Oaxaca,Santa Cruz Zenzontepec,2058.3,309.5,52.842,5.32,10.56,8.935
20387,Oaxaca,Santa Gertrudis,2837.7,1489.4,133.287,0,0,146.060
20388,Oaxaca,Santa Ines del Monte,2328.8,1425,81.538,0,0,20.105
20389,Oaxaca,Santa Ines Yatzeche,3425.9,3844.5,79.094,0,0,21.164
20390,Oaxaca,Santa Lucia del Camino,3650.4,2959.4,6583.268,13.83,23.59,661.755
20391,Oaxaca,Santa Lucia Miahuatlan,2144.7,532.6,30.76,55.56,82.75,14.092
20392,Oaxaca,Santa Lucia Monteverde,2637.6,608,90.892,43.47,14.43,11.978
20393,Oaxaca,Santa Lucia Ocotlan,1947,804.2,327.038,0,26.4,87.829
20394,Oaxaca,Santa Maria Alotepec,2371.8,1749.8,18.731,0,0,48.309
20395,Oaxaca,Santa Maria Apazco,3914.7,744.2,23.646,0,0,22.434
20396,Oaxaca,Santa Maria la Asuncion,4223.2,1711.5,98.251,0,0,2.955
20397,Oaxaca,Heroica Ciudad de Tlaxiaco,3499.1,2440.4,116.909,30.7,14.06,186.274
20398,Oaxaca,Ayoquezco de Aldama,2873.9,1679.5,83.047,22.72,0,85.663
20399,Oaxaca,Santa Maria Atzompa,3225.1,2253,1825.828,29.06,5.75,446.702
20400,Oaxaca,Santa Maria Camotlan,3368.9,1250,18.911,0,0,148.544
20401,Oaxaca,Santa Maria Colotepec,2913.7,1605.3,40.767,23.3,19.24,113.190
20402,Oaxaca,Santa Maria Cortijo,2549.7,1079.1,12.121,0,0,18.116
20403,Oaxaca,Santa Maria Coyotepec,3212.5,1703.1,367.385,0,0,488.479
20404,Oaxaca,Santa Maria Chachoapam,2410.7,2660.3,29.82,0,0,52.016
20405,Oaxaca,Villa de Chilapa de Diaz,3510.8,1459.7,7.732,48.04,0,85.856
20406,Oaxaca,Santa Maria Chilchotla,2352.6,1801.9,61.867,9.63,0,3.328
20407,Oaxaca,Santa Maria Chimalapa,0,1503,2.681,11.54,11.49,39.446
20408,Oaxaca,Santa Maria del Rosario,1870.5,186.7,13.486,0,0,38.911
20409,Oaxaca,Santa Maria del Tule,3458.9,2422.1,350.274,0,11.73,663.195
20410,Oaxaca,Santa Maria Ecatepec,2006.5,1518,4.75,393.57,0,19.954
20411,Oaxaca,Santa Maria Guelace,2918.5,2853.6,41.863,0,0,116.959
20412,Oaxaca,Santa Maria Guienagati,2253,1294.2,15.005,27.85,0,33.567
20413,Oaxaca,Santa Maria Huatulco,2908.1,1437.2,87.811,33.88,11.18,377.419
20414,Oaxaca,Santa Maria Huazolotitlan,2518.6,1367.5,37.162,35.41,26.46,31.224
20415,Oaxaca,Santa Maria Ipalapa,2671.5,1306.6,44.459,0,0,23.324
20416,Oaxaca,Santa Maria Ixcatlan,2807,1475.4,2.287,0,0,19.685
20417,Oaxaca,Santa Maria Jacatepec,3077.5,1125.2,22.519,0,0,41.558
20418,Oaxaca,Santa Maria Jalapa del Marques,3145,1492.2,20.857,23.76,15.78,118.978
20419,Oaxaca,Santa Maria Jaltianguis,2884.6,761.5,12.889,0,0,55.866
20420,Oaxaca,Santa Maria Lachixio,2621.1,705,14.786,0,0,34.826
20421,Oaxaca,Santa Maria Mixtequilla,2911.5,1203.1,25.179,86.34,64.61,171.594
20422,Oaxaca,Santa Maria Nativitas,4090.9,1367.5,4.726,0,0,64.205
20423,Oaxaca,Santa Maria Nduayaco,3426.6,1523.6,4.494,0,0,0.000
20424,Oaxaca,Santa Maria Ozolotepec,2206.7,1286.6,39.638,25.01,0,123.426
20425,Oaxaca,Santa Maria Papalo,1895.7,613.6,35.847,0,0,18.165
20426,Oaxaca,Santa Maria Pe̱oles,1887.5,1160.2,49.487,0,0,22.776
20427,Oaxaca,Santa Maria Petapa,0,1504,114.865,71.37,70.95,82.398
20428,Oaxaca,Santa Maria Quiegolani,2073.4,722.5,18.158,0,51.31,50.075
20429,Oaxaca,Santa Maria Sola,2500,713.8,12.125,0,0,39.500
20430,Oaxaca,Santa Maria Tataltepec,0,1611.1,7.53,0,0,0.000
20431,Oaxaca,Santa Maria Tecomavaca,2204.9,591,8.244,0,0,91.743
20432,Oaxaca,Santa Maria Temaxcalapa,1951.2,5183.1,32.17,0,0,94.044
20433,Oaxaca,Santa Maria Temaxcaltepec,4121.6,766.2,31.051,75.9,0,7.443
20434,Oaxaca,Santa Maria Teopoxco,3217.2,828.2,156.152,0,0,11.315
20435,Oaxaca,Santa Maria Tepantlali,2245.6,1356.4,29.817,22.3,0,12.814
20436,Oaxaca,Santa Maria Texcatitlan,2508.6,703.4,20.063,0,0,0.000
20437,Oaxaca,Santa Maria Tlahuitoltepec,2546.7,1324.8,128.245,29.4,9.75,51.910
20438,Oaxaca,Santa Maria Tlalixtac,1879.5,1125.4,28.829,0,0,5.682
20439,Oaxaca,Santa Maria Tonameca,2470.9,941.1,55.807,55.62,69.89,71.258
20440,Oaxaca,Santa Maria Totolapilla,1725.4,917.8,3.031,0,0,34.965
20441,Oaxaca,Santa Maria Xadani,2806,1230.2,103.393,0,36.8,21.920
20442,Oaxaca,Santa Maria Yalina,3684.2,1348.3,6.123,0,0,0.000
20443,Oaxaca,Santa Maria Yavesia,2753.6,550.8,11.34,0,0,39.216
20444,Oaxaca,Santa Maria Yolotepec,2644.6,1995.1,11.425,0,0,0.000
20445,Oaxaca,Santa Maria Yosoyua,2212.6,462.4,23.779,0,0,41.201
20446,Oaxaca,Santa Maria Yucuhiti,2179.9,1321.1,82.618,29.9,0,15.444
20447,Oaxaca,Santa Maria Zacatepec,2964.6,1182.4,32.611,30.41,0,37.489
20449,Oaxaca,Santa Maria Zoquitlan,2349.1,2585.9,10.758,0,0,38.363
20450,Oaxaca,Santiago Amoltepec,2459.4,741.9,96.963,139.95,131.16,16.013
20451,Oaxaca,Santiago Apoala,2474.2,502.9,17.75,0,0,10.776
20452,Oaxaca,Santiago Apostol,3297.2,3521.9,203.827,0,0,97.371
20453,Oaxaca,Santiago Astata,2783.8,1143.5,8.774,72.42,24.05,114.272
20454,Oaxaca,Santiago Atitlan,1668.8,1027.4,42.88,0,0,6.394
20455,Oaxaca,Santiago Ayuquililla,2469.1,2272.6,59.901,0,0,71.352
20456,Oaxaca,Santiago Cacaloxtepec,2857.1,2685.6,32.667,0,0,107.527
20457,Oaxaca,Santiago Camotlan,1676.4,2148,10.048,0,0,27.447
20458,Oaxaca,Santiago Comaltepec,2935.2,858.3,17.781,0,0,30.303
20459,Oaxaca,Santiago Chazumba,4241.2,1750.2,17.376,22.26,0,101.578
20460,Oaxaca,Santiago Choapam,2623.6,1617.5,21.179,0,0,95.541
20461,Oaxaca,Santiago del Rio,3421.1,4285.7,6.355,0,0,71.429
20462,Oaxaca,Santiago Huajolotitlan,3009.2,1871.2,26.511,21.4,21.31,182.828
20463,Oaxaca,Santiago Huauclilla,3038.7,2249.5,5.878,0,0,55.046
20464,Oaxaca,Santiago Ihuitlan Plumas,3680,1823.4,2.475,0,0,0.000
20465,Oaxaca,Santiago Ixcuintepec,1822.9,1214,16.028,0,0,11.940
20466,Oaxaca,Santiago Ixtayutla,1887.5,712.4,37.775,47.68,55.14,6.757
20467,Oaxaca,Santiago Jamiltepec,3074.3,2132.7,30.697,157.72,111.31,100.314
20468,Oaxaca,Santiago Jocotepec,2437.7,1476.5,19.388,27.86,48.45,8.982
20469,Oaxaca,Santiago Juxtlahuaca,2875.8,2283.9,59.575,14.93,26.73,79.531
20470,Oaxaca,Santiago Lachiguiri,1884.9,1768.3,6.523,0,0,20.568
20471,Oaxaca,Santiago Lalopa,2439,1064.3,3.839,0,0,19.342
20472,Oaxaca,Santiago Laollaga,2726.4,1115.5,6.636,28.52,0,156.073
20473,Oaxaca,Santiago Laxopa,2910.7,897.8,10.881,0,0,7.369
20474,Oaxaca,Santiago Llano Grande,3148.9,1288.1,29.96,28.74,28.63,55.915
20475,Oaxaca,Santiago Matatlan,2306.4,1922.3,80.556,9.85,29.42,74.132
20476,Oaxaca,Santiago Miltepec,3859.6,2544.5,5.077,0,0,23.529
20477,Oaxaca,Santiago Minas,1715.8,809.7,3.41,69.36,0,20.833
20478,Oaxaca,Santiago Nacaltepec,2727.3,1148.5,7.505,0,0,5.495
20479,Oaxaca,Santiago Nejapilla,2162.2,346.5,4.547,0,0,0.000
20480,Oaxaca,Santiago Nundiche,2093.9,296.5,14.31,97.52,0,10.582
20481,Oaxaca,Santiago Nuyoo,2137.7,3719.8,39.15,0,0,5.540
20482,Oaxaca,Santiago Pinotepa Nacional,3309.9,1972.4,77.603,50.04,39.03,116.593
20483,Oaxaca,Santiago Suchilquitongo,2427.8,1537,243.535,9.54,9.48,236.530
20484,Oaxaca,Santiago Tamazola,2502.4,508.2,21.839,22.71,22.61,47.588
20485,Oaxaca,Santiago Tapextla,2273.3,1321.7,16.71,94.25,31.28,18.856
20486,Oaxaca,Villa Tejupam de la Union,2671.6,1793.6,33.856,0,0,117.325
20487,Oaxaca,Santiago Tenango,2177.7,1493.7,10.005,0,0,42.533
20488,Oaxaca,Santiago Tepetlapa,0,877.2,5.363,0,0,157.480
20489,Oaxaca,Santiago Tetepec,1973.4,797,12.912,38.34,57.14,23.590
20490,Oaxaca,Santiago Texcalcingo,1989.2,519.7,116.536,61.06,0,9.334
20491,Oaxaca,Santiago Textitlan,2073.8,501.8,25.59,23.13,0,13.141
20492,Oaxaca,Santiago Tilantongo,3055.6,994.6,23.807,0,32.38,26.543
20493,Oaxaca,Santiago Tillo,2816.1,1070.7,23.737,0,0,53.381
20494,Oaxaca,Santiago Tlazoyaltepec,2312.2,937.4,67.669,0,0,36.705
20495,Oaxaca,Santiago Xanica,1965,1225.4,16.15,101.71,67.49,3.220
20496,Oaxaca,Santiago Xiacui,2301.6,518.4,27.995,0,0,55.736
20497,Oaxaca,Santiago Yaitepec,3748.5,866.3,79.003,0,22.02,24.609
20498,Oaxaca,Santiago Yaveo,2333.7,1583.2,5.773,40.01,132.51,36.599
20499,Oaxaca,Santiago Yolomecatl,3718.2,1866,30.13,0,0,189.959
20500,Oaxaca,Santiago Yosondua,2853.6,924.4,37.062,0,0,24.216
20501,Oaxaca,Santiago Yucuyachi,3195.9,737.2,11.018,0,96.79,63.425
20502,Oaxaca,Santiago Zacatepec,2115.7,1280.1,35.615,16.83,0,14.620
20503,Oaxaca,Santiago Zoochila,2149.5,970.1,17.533,0,0,24.876
20504,Oaxaca,Nuevo Zoquiapam,2443.3,1088.3,21.486,0,0,11.855
20505,Oaxaca,Santo Domingo Ingenio,3372.6,969.2,21.656,38.92,38.94,431.325
20506,Oaxaca,Santo Domingo Albarradas,1720.9,1033.1,5.686,0,0,37.688
20507,Oaxaca,Santo Domingo Armenta,2502.8,1599.9,25.234,0,119.32,19.858
20508,Oaxaca,Santo Domingo Chihuitan,3020,646,23.928,62.99,126.11,298.602
20509,Oaxaca,Santo Domingo de Morelos,2228.6,982.5,106.224,58.62,107.75,6.072
20510,Oaxaca,Santo Domingo Ixcatlan,3520.4,1135,35.039,0,0,160.584
20511,Oaxaca,Santo Domingo Nuxaa,1791.8,1104.4,48.411,0,26.37,23.931
20512,Oaxaca,Santo Domingo Ozolotepec,1978.6,1827.6,15.982,0,0,94.118
20513,Oaxaca,Santo Domingo Petapa,2303.4,1666.5,38.876,55.24,65.94,89.521
20514,Oaxaca,Santo Domingo Roayaga,2579.5,1372.5,12.716,0,0,0.000
20515,Oaxaca,Santo Domingo Tehuantepec,3147,1479.1,70.138,36.23,33.06,190.590
20516,Oaxaca,Santo Domingo Teojomulco,2223.1,602.8,36.166,40.1,0,40.603
20517,Oaxaca,Santo Domingo Tepuxtepec,3067.6,1927.3,90.88,0,31.21,18.736
20518,Oaxaca,Santo Domingo Tlatayapam,0,1969.7,8.856,0,0,140.845
20519,Oaxaca,Santo Domingo Tomaltepec,2281.8,2429.7,68.047,0,31.41,295.551
20520,Oaxaca,Santo Domingo Tonala,2369.7,2397.1,58.531,0,13.26,80.444
20521,Oaxaca,Santo Domingo Tonaltepec,2973,2595.7,12.249,0,0,119.522
20522,Oaxaca,Santo Domingo Xagacia,2943.1,2310.7,31.487,0,0,0.000
20523,Oaxaca,Santo Domingo Yanhuitlan,3155.6,1530.3,71.124,0,0,117.429
20524,Oaxaca,Santo Domingo Yodohino,1683.2,509.6,5.825,0,0,64.103
20525,Oaxaca,Santo Domingo Zanatepec,3050.9,1245.8,12.185,17.25,60.22,20.568
20526,Oaxaca,Santos Reyes Nopala,3008.6,1169.3,84.935,22.85,17,37.761
20527,Oaxaca,Santos Reyes Papalo,2016.4,492.3,97.571,0,0,10.945
20528,Oaxaca,Santos Reyes Tepejillo,2907.3,2846.9,10.122,0,0,87.977
20529,Oaxaca,Santos Reyes Yucuna,1633.7,6210.1,88.849,0,0,14.793
20530,Oaxaca,Santo Tomas Jalieza,2126.7,1280.1,76.876,0,0,112.782
20531,Oaxaca,Santo Tomas Mazaltepec,2201.4,2367,51.216,0,73.9,116.576
20532,Oaxaca,Santo Tomas Ocotepec,2644.5,890.7,55.913,0,0,17.825
20533,Oaxaca,Santo Tomas Tamazulapan,2642.9,2481.2,41.091,0,82.33,107.342
20534,Oaxaca,San Vicente Coatlan,2852.3,1108.8,25.969,23.41,69.86,93.550
20535,Oaxaca,San Vicente Lachixio,2500,942.2,34.65,0,0,20.422
20536,Oaxaca,San Vicente Nu̱u,4295.8,2542.4,4.455,0,0,134.228
20537,Oaxaca,Silacayoapam,2878.9,1747.5,16.083,29.14,0,68.393
20538,Oaxaca,Sitio de Xitlapehua,2117.6,1539.6,10.748,0,0,111.888
20539,Oaxaca,Soledad Etla,2418.4,2056.9,184,0,0,379.427
20540,Oaxaca,Villa de Tamazulapam del Progreso,3477.2,1820.4,81.579,0,0,159.521
20541,Oaxaca,Tanetze de Zaragoza,2394.9,2626.4,26.546,0,0,11.751
20542,Oaxaca,Taniche,3347.8,1587.9,38.616,0,0,84.034
20543,Oaxaca,Tataltepec de Valdes,2573.6,937.1,17.26,0,0,8.335
20544,Oaxaca,Teococuilco de Marcos Perez,2164.9,1722.4,9.089,0,0,71.356
20545,Oaxaca,Teotitlan de Flores Magon,3499.4,1139.1,105.539,42.59,31.77,144.128
20546,Oaxaca,Teotitlan del Valle,2121.8,2560.5,78.285,0,17.51,118.382
20547,Oaxaca,Teotongo,3228.1,1536,25.411,0,0,192.698
20548,Oaxaca,Tepelmeme Villa de Morelos,3419.9,1555.7,3.959,0,0,200.000
20549,Oaxaca,Villa Tezoatlan de Segura y Luna,2832.1,1556.1,34.299,8.64,0,50.882
20550,Oaxaca,San Jeronimo Tlacochahuaya,2655.1,2338.4,122.119,18.6,18.55,278.503
20551,Oaxaca,Tlacolula de Matamoros,2976,4044.8,123.506,4.47,35.55,414.950
20552,Oaxaca,Tlacotepec Plumas,2262.8,1073.1,11.081,0,0,85.837
20553,Oaxaca,Tlalixtac de Cabrera,2853,3214.1,197.044,9.6,19.08,427.053
20554,Oaxaca,Totontepec Villa de Morelos,2703.9,1510.9,18.511,0,0,26.896
20555,Oaxaca,Trinidad Zaachila,2468.7,1632.6,99.245,0,0,223.084
20556,Oaxaca,La Trinidad Vista Hermosa,2857.1,2076.9,9.592,0,0,115.830
20557,Oaxaca,Union Hidalgo,2760.6,1947.6,109.594,27.03,6.74,108.960
20558,Oaxaca,Valerio Trujano,3073,452.2,25.681,63.09,0,225.410
20559,Oaxaca,San Juan Bautista Valle Nacional,2427.6,836.2,58.512,8.37,4.16,41.934
20560,Oaxaca,Villa Diaz Ordaz,1839.3,2381.9,30.909,0,15.62,41.547
20561,Oaxaca,Yaxe,3090,1595.6,45.397,0,0,27.257
20562,Oaxaca,Magdalena Yodocono de Porfirio Diaz,2327.8,1357.8,62.785,0,0,43.723
20563,Oaxaca,Yogana,3148.7,1637.7,13.553,0,0,62.016
20564,Oaxaca,Yutanduchi de Guerrero,2342.9,256.9,5.352,0,0,8.333
20565,Oaxaca,Villa de Zaachila,3250.6,1960.1,846.956,12.67,17.58,306.963
20566,Oaxaca,San Mateo Yucutindoo,2230.5,980.1,6.384,33.57,33.47,12.662
20567,Oaxaca,Zapotitlan Lagunas,2307.7,808.4,30.124,31.56,31.47,27.540
20568,Oaxaca,Zapotitlan Palmas,2570,5625.4,28.269,0,0,100.402
20569,Oaxaca,Santa Ines de Zaragoza,2690.8,1120,23.743,0,0,41.866
20570,Oaxaca,Zimatlan de Alvarez,3633,2171.9,86.585,24.7,14.75,209.171
21001,Puebla,Acajete,2915.2,2007.4,420.163,11.76,10.18,42.562
21002,Puebla,Acateno,2363.3,1950.5,40.384,0,31.38,34.021
21003,Puebla,Acatlan,3383.5,1419,78.504,32.95,40.91,132.298
21004,Puebla,Acatzingo,2052.3,3152.5,509.862,28.91,30.26,36.173
21005,Puebla,Acteopan,1966.4,1007,77.623,0,32.14,28.736
21006,Puebla,Ahuacatlan,2684.1,492.4,154.047,12.45,24.66,14.923
21007,Puebla,Ahuatlan,2824.2,894.5,16.307,28.5,28.39,46.674
21008,Puebla,Ahuazotepec,2502.7,2058.7,103.063,17.39,43.13,35.590
21009,Puebla,Ahuehuetitla,3400.4,1619.5,20.352,0,0,79.239
21010,Puebla,Ajalpan,2571.4,1244,229.843,7.38,7.3,21.116
21011,Puebla,Albino Zertuche,3162.4,787.7,32.123,0,0,99.633
21012,Puebla,Aljojuca,2217.6,2033.4,50.653,14.8,29.4,39.017
21013,Puebla,Altepexi,2223,3045.5,354.798,14.12,23.31,28.346
21014,Puebla,Amixtlan,2939.8,1419.7,145.071,0,0,26.692
21015,Puebla,Amozoc,2522.2,2163.5,685.226,12.19,11.23,69.069
21016,Puebla,Aquixtla,2492.6,871.4,47.456,0,23.48,46.759
21017,Puebla,Atempan,3496.9,1703.9,863.338,3.47,10.29,47.584
21018,Puebla,Atexcal,2625.1,1266.6,9.758,0,0,34.956
21019,Puebla,Atlixco,3286.4,2537.3,618.589,26.86,38.17,220.287
21020,Puebla,Atoyatempan,2135,1812.8,355.187,0,0,43.138
21021,Puebla,Atzala,3266.5,1591.3,43.89,0,77.84,86.331
21022,Puebla,Atzitzihuacan,2492.3,1944.4,100.784,55.13,31.25,22.394
21023,Puebla,Atzitzintla,1831.2,1952.1,95.879,77.21,43.72,20.561
21024,Puebla,Axutla,3048.3,3736.1,6.653,0,0,10.194
21025,Puebla,Ayotoxco de Guerrero,2770.3,924.3,63.08,45.59,45.23,37.342
21026,Puebla,Calpan,3108,2771.5,284.96,0,0,56.044
21027,Puebla,Caltepec,3279.1,2344.3,8.722,0,24.53,36.162
21028,Puebla,Camocuautla,1709.5,503,127.155,0,0,14.342
21029,Puebla,Caxhuacan,2201.7,932.1,186.722,0,0,40.692
21030,Puebla,Coatepec,2835.8,502.6,75.538,0,0,100.629
21031,Puebla,Coatzingo,2447.6,1084.4,40.935,0,0,48.092
21032,Puebla,Cohetzala,2609.8,892,4.012,0,156.57,49.470
21033,Puebla,Cohuecan,1772.9,1713.4,105.879,18.9,18.73,25.126
21034,Puebla,Coronango,2451,3196.2,1265.838,22.64,7.47,98.491
21035,Puebla,Coxcatlan,3062.2,583.6,67.739,19.48,9.68,78.343
21036,Puebla,Coyomeapan,2690.2,920.2,64.48,38.64,0,3.369
21037,Puebla,Coyotepec,2621.4,1602.9,22.588,0,0,142.915
21038,Puebla,Cuapiaxtla de Madero,2266.1,3189.8,413.088,29.27,9.64,38.368
21039,Puebla,Cuautempan,3441,742.2,115.093,0,9.84,14.161
21040,Puebla,Cuautinchan,2215.6,3075,90.403,0,8.75,30.225
21041,Puebla,Cuautlancingo,2502.4,2234.5,4143.352,8.82,14.5,145.763
21042,Puebla,Cuayuca de Andrade,2606.2,1078.1,20.622,33.02,32.96,48.544
21043,Puebla,Cuetzalan del Progreso,2698.5,1250.4,368.762,9.89,5.89,24.396
21044,Puebla,Cuyoaco,2233.9,810,58.161,11.95,5.92,47.339
21045,Puebla,Chalchicomula de Sesma,2783.9,1757.9,129.944,22.8,20.56,74.750
21046,Puebla,Chapulco,2715.1,2053.7,55.849,12.73,0,36.346
21047,Puebla,Chiautla,2444.5,1269.2,31.675,34.75,9.87,191.698
