clave_municipio,entidad,mpio,hogremjefmuj2015,popnoafmed2015,popden2020,crimen_2018,crimen_2019,tasa_covid
11015,Guanajuato,Guanajuato,3173.1,826.2,195.136,19.73,28.59,391.294
11016,Guanajuato,Huanimaro,2297.3,577.7,161.814,75.08,112.02,183.531
11017,Guanajuato,Irapuato,2583.6,1725.5,701.587,84.02,91.63,330.080
11018,Guanajuato,Jaral del Progreso,2529.3,803.7,222.412,87.78,64.84,423.045
11019,Guanajuato,Jerecuaro,3329.5,798.1,56.446,52.94,36.27,323.385
11020,Guanajuato,Leon,2688.2,1668.6,1411.214,25.93,35.88,410.828
11021,Guanajuato,Moroleon,3217,2169,301.083,42.72,27.09,393.909
11022,Guanajuato,Ocampo,2790.6,954.6,25.879,0,28.68,322.320
11023,Guanajuato,Penjamo,2844.3,1511.2,99.664,84.76,74.28,196.477
11024,Guanajuato,Pueblo Nuevo,3014.8,1235.7,204.839,82.02,73.41,270.998
11025,Guanajuato,Purisima del Rincon,2240.5,1436.3,290.674,44.55,40.34,190.206
11026,Guanajuato,Romita,3309.1,796.3,148.758,34.3,29.2,254.461
11027,Guanajuato,Salamanca,2749.3,1468.2,366.53,125,143.73,316.612
11028,Guanajuato,Salvatierra,2825,1453.7,161.779,164.31,111.17,400.924
11029,Guanajuato,San Diego de la Union,4093.9,787.8,41.462,17.79,7.57,351.303
11030,Guanajuato,San Felipe,3075.2,982.8,40.337,11.32,24.19,257.395
11031,Guanajuato,San Francisco del Rincon,2562.8,2117.7,314.798,23.82,70.96,281.405
11032,Guanajuato,San Jose Iturbide,2518,1126.4,167.677,18.25,24.11,268.663
11033,Guanajuato,San Luis de la Paz,3184.8,1553,63.314,25.22,59.35,286.580
11034,Guanajuato,Santa Catarina,3865.7,465.7,29.55,0,0,157.593
11035,Guanajuato,Santa Cruz de Juventino Rosas,2790.2,1801.1,193.905,31.34,24.2,273.792
11036,Guanajuato,Santiago Maravatio,2966.1,913,73.756,276.05,231.9,743.824
11037,Guanajuato,Silao de la Victoria,2182.4,1012,383.049,85.86,85.65,226.445
11038,Guanajuato,Tarandacuao,2723.7,1103.1,96.294,31.92,47.65,433.041
11039,Guanajuato,Tarimoro,2633.6,860.4,108.586,138.44,132.57,301.307
11040,Guanajuato,Tierra Blanca,3135.4,747.9,51.084,20.3,15.1,224.330
11041,Guanajuato,Uriangato,3017.2,1868.5,540.369,43.55,27.82,363.628
11042,Guanajuato,Valle de Santiago,2702.1,1539.8,183.998,66.97,116.05,282.441
11043,Guanajuato,Victoria,3326.4,622.8,20.386,14.78,4.9,217.927
11044,Guanajuato,Villagran,2432.7,1168.6,524.482,52.81,47.52,260.975
11045,Guanajuato,Xichu,3378.4,216.5,12.216,8.29,24.74,215.710
11046,Guanajuato,Yuriria,2857.4,1577.2,103.504,156.58,66.77,225.293
12001,Guerrero,Acapulco de Juarez,4025.6,1907.3,414.09,97.1,74.05,353.808
12002,Guerrero,Ahuacuotzingo,2888.1,1084.6,64.894,11.34,15.03,92.085
12003,Guerrero,Ajuchitlan del Progreso,2903.7,2059.6,18.983,20.31,5.06,83.301
12004,Guerrero,Alcozauca de Guerrero,2949.4,1077.6,38.479,14.65,19.41,54.694
12005,Guerrero,Alpoyeca,2888.9,1119.1,50.277,95.94,13.63,148.010
12006,Guerrero,Apaxtla,2582.1,1670.4,12.965,32,15.96,29.866
12007,Guerrero,Arcelia,3134.3,1481.6,45.879,9.02,18,118.905
12008,Guerrero,Atenango del Rio,3055.6,1127,22.936,22.52,22.46,35.899
12009,Guerrero,Atlamajalcingo del Monte,2620.6,1081.1,29.142,32.54,32.31,24.603
12010,Guerrero,Atlixtac,3063.5,886.4,41.053,46.33,38.96,18.126
12011,Guerrero,Atoyac de Alvarez,2975.5,1077.8,35.939,45.56,36.04,152.459
12012,Guerrero,Ayutla de los Libres,2326.4,884.3,93.994,28.13,41.19,125.993
12013,Guerrero,Azoyu,3065.7,1999.3,19.244,33.02,79.06,181.556
12014,Guerrero,Benito Juarez,3301.3,871.5,54.201,13.13,19.72,198.418
12015,Guerrero,Buenavista de Cuellar,2991.2,1300.6,45.567,15.34,38.3,107.010
12016,Guerrero,Coahuayutla de Jose Maria Izazaga,1877.1,495.1,3.534,7.76,0,22.115
12017,Guerrero,Cocula,3337.8,1753,45.929,72.08,13.08,155.872
12018,Guerrero,Copala,3369.5,957.1,41.995,60.81,33.66,140.701
12019,Guerrero,Copalillo,2968.4,1146.2,17.358,0,13.15,25.835
12020,Guerrero,Copanatoyac,3002.1,964.7,55.736,35.34,65.23,17.325
12021,Guerrero,Coyuca de Benitez,3240.9,1118.8,45.577,62.02,48.93,59.419
12022,Guerrero,Coyuca de Catalan,2753.1,2372.7,18.046,56.94,26.09,126.708
12023,Guerrero,Cuajinicuilapa,3095.2,1566.1,31.066,98.63,101.93,130.377
12024,Guerrero,Cualac,2390.6,742.6,40.01,13.89,41.5,47.393
12025,Guerrero,Cuautepec,2467.3,1125.8,41.091,6.51,6.5,54.922
12026,Guerrero,Cuetzala del Progreso,2801.9,1930.1,16.551,10.79,10.78,64.797
12027,Guerrero,Cutzamala de Pinzon,2678.8,2660.8,33.607,9.17,9.17,72.606
12028,Guerrero,Chilapa de Alvarez,3200.8,1329,222.202,97.57,63.12,114.630
12029,Guerrero,Chilpancingo de los Bravo,3393.1,1717.8,121.174,69.63,48.18,474.449
12030,Guerrero,Florencio Villarreal,3444.3,1275.5,59.667,28.16,28.05,142.147
12031,Guerrero,General Canuto A. Neri,3030.7,2058.8,20.899,32.1,0,23.585
12032,Guerrero,General Heliodoro Castillo,2419.2,1233.8,23.092,31.7,31.52,126.850
12033,Guerrero,Huamuxtitlan,3588.9,784.3,40.435,13.29,72.84,116.729
12034,Guerrero,Huitzuco de los Figueroa,3309.5,854,39.693,10.25,33.24,113.965
12035,Guerrero,Iguala de la Independencia,3493.6,1712.5,271.862,77.62,54.35,213.733
12036,Guerrero,Igualapa,3475.3,1499.6,44.016,61.82,26.34,241.949
12037,Guerrero,Ixcateopan de Cuauhtemoc,3478.3,937,19.755,14.33,42.88,181.367
12038,Guerrero,Zihuatanejo de Azueta,2947,1670.6,65.574,71.12,80.43,372.794
12039,Guerrero,Juan R. Escudero,2715.6,1324.6,39.983,38.78,30.92,171.315
12040,Guerrero,Leonardo Bravo,2289.9,856.8,30.935,22.85,49.24,59.202
12041,Guerrero,Malinaltepec,3770.7,1193.3,60.213,19.28,25.56,26.273
12042,Guerrero,Martir de Cuilapan,3070.6,1618.3,37.241,35.9,30.57,56.977
12043,Guerrero,Metlatonoc,2678.8,728.3,13.793,20.55,51.1,13.616
12044,Guerrero,Mochitlan,2692.7,905,21.475,33.44,0,223.553
12045,Guerrero,Olinala,2596.3,913.2,27.669,0,52.45,26.922
12046,Guerrero,Ometepec,3168.8,1685.4,111.615,49.79,44.98,234.779
12047,Guerrero,Pedro Ascencio Alquisiras,2602.8,1451.4,13.872,70.43,28.08,8.512
12048,Guerrero,Petatlan,3392,1097.5,21.52,78.12,58.41,119.412
12049,Guerrero,Pilcaya,2609.7,1015.5,205.362,24.96,107.83,53.504
12050,Guerrero,Pungarabato,3206.4,3122.1,181.262,33.84,33.72,271.071
12051,Guerrero,Quechultenango,2578.2,628.5,38.876,13.96,19.46,147.103
12052,Guerrero,San Luis Acatlan,2403.6,1096.8,65.687,16.26,20.8,69.591
12053,Guerrero,San Marcos,3054.6,1137.7,52.174,25.54,25.46,73.930
12054,Guerrero,San Miguel Totolapan,2674.5,2347,9.116,17.33,17.25,63.275
12055,Guerrero,Taxco de Alarcon,2872.7,985.4,304.282,53.82,72.75,220.947
12056,Guerrero,Tecoanapa,2407,849.1,59.291,6.59,19.7,152.333
12057,Guerrero,Tecpan de Galeana,3067.4,1411.3,25.706,39.91,21.45,87.646
12058,Guerrero,Teloloapan,3119.3,1740.1,48.219,23.32,23.25,54.970
12059,Guerrero,Tepecoacuilco de Trujano,2963.7,1258,31.307,47.43,28.42,65.322
12060,Guerrero,Tetipac,2400.5,1000.8,50.323,44.43,51.68,33.580
12061,Guerrero,Tixtla de Guerrero,3075.5,1669.1,148.866,39.77,39.59,343.533
12062,Guerrero,Tlacoachistlahuaca,3246.4,2528.7,50.557,42.55,50.64,38.809
12063,Guerrero,Tlacoapa,3559.5,647,30.929,0,18.71,17.274
12064,Guerrero,Tlalchapa,2852.2,2059,28.195,34.86,0,236.803
12065,Guerrero,Tlalixtaquilla de Maldonado,2346.2,1390.6,22.932,13.33,0,169.158
12066,Guerrero,Tlapa de Comonfort,3405.3,1492.9,91.2,30.76,48.34,158.270
12067,Guerrero,Tlapehuala,3341.9,2426,83.273,8.84,4.41,198.626
12068,Guerrero,La Union de Isidoro Montes de Oca,2215.3,1945.7,23.073,60.84,30.36,102.714
12069,Guerrero,Xalpatlahuac,2873.8,1060,30.401,16.51,24.68,25.296
12070,Guerrero,Xochihuehuetlan,2532.2,397.2,41.033,27.7,41.47,77.048
12071,Guerrero,Xochistlahuaca,2826.8,1027.1,93.089,23.12,26.26,137.979
12072,Guerrero,Zapotitlan Tablas,2753.6,353.8,14.623,36.26,54.09,14.300
12073,Guerrero,Zirandaro,2819.9,3701.5,7.283,33.29,33.36,137.700
12074,Guerrero,Zitlala,3893.3,992.9,71.308,45.05,24.43,45.662
12075,Guerrero,Eduardo Neri,2685.8,1369.6,41.228,58.72,42.81,127.541
12076,Guerrero,Acatepec,2902.9,753.1,67.107,8.51,36.58,10.584
12077,Guerrero,Marquelia,2986.5,1569.6,67.716,58.18,43.45,185.016
12078,Guerrero,Cochoapa el Grande,2138.7,1431.9,34.131,19.85,54.2,11.894
12079,Guerrero,Jose Joaquin de Herrera,2059.7,1020.3,137.777,73.95,67.43,11.170
12080,Guerrero,Juchitan,3105.7,1968.1,29.73,0,91.21,136.295
12081,Guerrero,Iliatenco,3660.4,1783.3,49.186,0,27.48,6.185
13001,Hidalgo,Acatlan,2799.8,1915,127.464,13.58,40.29,95.845
13002,Hidalgo,Acaxochitlan,2466.9,1909.4,203.737,8.81,17.39,66.618
13003,Hidalgo,Actopan,3560.6,2145.7,217.787,6.65,9.87,180.229
13004,Hidalgo,Agua Blanca de Iturbide,2822.9,2109.5,105.666,0,10.43,103.040
13005,Hidalgo,Ajacuba,2312,1696.5,97.935,0,5.46,216.276
13006,Hidalgo,Alfajayucan,2837.3,2038.2,40.971,9.74,4.83,100.100
13007,Hidalgo,Almoloya,2208.7,1004,44.379,0,0,170.537
13008,Hidalgo,Apan,2950.4,1777.2,134.566,4.35,10.76,287.493
13009,Hidalgo,El Arenal,2985.5,1510.1,157.554,15.41,5.08,111.392
13010,Hidalgo,Atitalaquia,2578.8,1729.6,491.044,6.81,10.11,228.387
13011,Hidalgo,Atlapexco,2488.2,815,233.632,0,14.74,58.628
13012,Hidalgo,Atotonilco el Grande,3485.8,1205.1,70.64,3.35,13.27,108.249
13013,Hidalgo,Atotonilco de Tula,2320.6,2022.6,2028.247,22.72,42.11,259.753
13014,Hidalgo,Calnali,2536.6,793.6,84.911,0,11.2,92.612
13015,Hidalgo,Cardonal,2716.9,1514.1,42.004,4.85,9.6,120.385
13016,Hidalgo,Cuautepec de Hinojosa,3134.3,2347,162.16,17.65,31.7,124.918
13017,Hidalgo,Chapantongo,2536.7,1528,43.499,7.7,22.95,201.924
13018,Hidalgo,Chapulhuacan,2862.3,924.4,95.828,4.19,4.15,47.526
13019,Hidalgo,Chilcuautla,2619.3,2245,81.751,10.27,5.08,150.728
13020,Hidalgo,Eloxochitlan,2718.4,746.2,12.939,0,32.54,63.930
13021,Hidalgo,Emiliano Zapata,3053.8,1790.9,421.528,0,0,290.451
13022,Hidalgo,Epazoyucan,2792.4,1316.3,93.217,0,6.28,224.880
13023,Hidalgo,Francisco I. Madero,3012.7,1825.9,381.157,13.12,7.79,106.741
13024,Hidalgo,Huasca de Ocampo,2892.9,1348.1,57.577,0,5.22,92.782
13025,Hidalgo,Huautla,2248.1,733.9,71.831,0,4.44,40.961
13026,Hidalgo,Huazalingo,1936.3,664.2,112.874,0,0,62.629
13027,Hidalgo,Huehuetla,2839.3,980.4,87.165,8.16,4.05,83.843
13028,Hidalgo,Huejutla de Reyes,2232.7,1691.2,335.577,3.82,8.33,106.026
13029,Hidalgo,Huichapan,3089.4,1653.9,70.985,8.23,38.71,198.425
13030,Hidalgo,Ixmiquilpan,3178.7,1905.2,174.516,14.2,37.06,115.707
13031,Hidalgo,Jacala de Ledezma,3330,623.2,35.428,7.43,29.52,45.586
13032,Hidalgo,Jaltocan,2319.2,1305.6,215.635,0,8.61,62.471
13033,Hidalgo,Juarez Hidalgo,2941.2,1081.1,17.881,0,0,84.994
13034,Hidalgo,Lolotla,2395.3,1003.1,43.881,0,9.79,63.378
13035,Hidalgo,Metepec,2640.4,3084.5,67.867,15.09,7.45,123.921
13036,Hidalgo,San Agustin Metzquititlan,2422.9,1861.8,30.14,9.97,9.9,73.551
13037,Hidalgo,Metztitlan,2856,1467.4,25.73,4.37,8.69,78.400
13038,Hidalgo,Mineral del Chico,2926.3,927.1,75.11,0,0,108.639
13039,Hidalgo,Mineral del Monte,3318.9,1382.5,185.785,0,0,240.834
13040,Hidalgo,La Mision,2698.1,661.8,54.58,18.58,9.23,43.976
13041,Hidalgo,Mixquiahuala de Juarez,2933.8,2145.9,341.941,10.48,12.44,151.809
13042,Hidalgo,Molango de Escamilla,2492.5,1088.3,46.931,0,8.4,243.649
13043,Hidalgo,Nicolas Flores,3408.5,1584.4,15.933,14.25,0,74.385
13044,Hidalgo,Nopala de Villagran,2393.9,1329.3,50.727,24.53,6.09,139.057
13045,Hidalgo,Omitlan de Juarez,2915.1,1016,84.118,0,9.7,120.322
13046,Hidalgo,San Felipe Orizatlan,2029.7,741.2,124.812,0,0,41.199
13047,Hidalgo,Pacula,3583.9,893.2,11.065,18.21,0,82.182
13048,Hidalgo,Pachuca de Soto,3496.5,2036.3,1609.478,11.19,11.81,458.953
13049,Hidalgo,Pisaflores,2497.7,695.1,117.533,10.46,25.87,45.143
13050,Hidalgo,Progreso de Obregon,3360.5,2389.7,223.028,12.08,15.94,169.852
13051,Hidalgo,Mineral de la Reforma,3440.4,1837.4,2191.881,9.93,5.42,333.769
13052,Hidalgo,San Agustin Tlaxiaca,2524.5,1969.3,109.676,11.02,8.18,126.340
13053,Hidalgo,San Bartolo Tutotepec,2840.6,424,57.878,10.83,16.12,102.081
13054,Hidalgo,San Salvador,2896.5,1295.2,183.613,10.99,8.16,112.389
13055,Hidalgo,Santiago de Anaya,2696.8,1106.2,57.985,5.64,0,118.025
13056,Hidalgo,Santiago Tulantepec de Lugo Guerrero,3183.1,2780.8,440.056,7.98,7.89,216.968
13057,Hidalgo,Singuilucan,2384.9,2285.2,45.322,6.12,6.06,95.529
13058,Hidalgo,Tasquillo,3644.9,2238.6,104.437,16.35,10.8,145.965
13059,Hidalgo,Tecozautla,2296.1,1113.5,66.035,7.81,20.61,77.502
13060,Hidalgo,Tenango de Doria,3221.9,560.6,83.071,5.4,0,135.906
13061,Hidalgo,Tepeapulco,2854.8,1840.1,235.335,1.84,20.13,406.288
13062,Hidalgo,Tepehuacan de Guerrero,1884.2,735.9,73.218,0,6.41,44.486
13063,Hidalgo,Tepeji del Rio de Ocampo,2508.3,1630.8,230.28,5.5,10.88,261.289
13064,Hidalgo,Tepetitlan,3138.8,1952.1,60.2,64.37,54.73,127.205
13065,Hidalgo,Tetepango,2154.8,1749.8,208.283,0,7.98,161.972
13066,Hidalgo,Villa de Tezontepec,2454.1,2469.2,97.545,0,15.64,102.648
13067,Hidalgo,Tezontepec de Aldama,2515.5,1949.1,456.407,55.86,69.96,154.729
13068,Hidalgo,Tianguistengo,2242.9,1477.3,50.725,0,0,56.096
13069,Hidalgo,Tizayuca,2772.1,2244.2,1819.481,25,18.05,336.092
13070,Hidalgo,Tlahuelilpan,2913.9,2517.4,609.169,31.78,26.2,189.953
13071,Hidalgo,Tlahuiltepa,2146.2,824,19.427,0,9.83,61.282
13072,Hidalgo,Tlanalapa,2437.4,843.2,70.919,17.21,17.04,246.305
13073,Hidalgo,Tlanchinol,1988.2,434.2,99.19,2.58,12.75,40.545
13074,Hidalgo,Tlaxcoapan,2398.5,1874.7,360.984,24.03,13.59,246.363
13075,Hidalgo,Tolcayuca,2916.1,1729.5,176.838,20.47,13.51,238.445
13076,Hidalgo,Tula de Allende,2906.1,1511.7,376.413,21.78,37.94,253.905
13077,Hidalgo,Tulancingo de Bravo,3401,2789.7,579.783,10.45,8.6,285.514
13078,Hidalgo,Xochiatipan,1596.9,569.1,122.55,0,5.05,14.599
13079,Hidalgo,Xochicoatlan,2237.6,925.3,44.036,0,0,127.880
13080,Hidalgo,Yahualica,1793.3,642.5,149.994,0,12.11,24.875
13081,Hidalgo,Zacualtipan de Angeles,2706.8,2514.1,157.926,7.86,5.17,133.146
13082,Hidalgo,Zapotlan de Juarez,2790.9,1768.2,163.562,5.11,10.13,198.510
13083,Hidalgo,Zempoala,2958.6,2226.7,189.359,6.08,9.98,258.013
13084,Hidalgo,Zimapan,3467,2206.7,46.378,2.37,11.71,91.814
14001,Jalisco,Acatic,2208.4,1827.7,63.95,41.5,20.52,82.490
14002,Jalisco,Acatlan de Juarez,2211,1140.6,142.776,40.22,43.86,172.392
14003,Jalisco,Ahualulco de Mercado,2158.9,1419.4,150.318,8.73,0,111.308
14004,Jalisco,Amacueca,2746.7,1569.2,38.967,16.38,0,66.781
14005,Jalisco,Amatitan,2310.9,2021,79.493,0,0,46.198
14006,Jalisco,Ameca,2564.8,1396.7,88.061,4.86,12.86,138.814
14007,Jalisco,San Juanito de Escobedo,2346.9,606.2,89.889,0,10.46,113.442
14008,Jalisco,Arandas,2823.2,2427.9,65.111,6.02,8.33,144.324
14009,Jalisco,El Arenal,2220,1358.8,116.138,19.92,9.85,68.975
14010,Jalisco,Atemajac de Brizuela,2239.1,829.2,40.497,27.85,0,155.266
14011,Jalisco,Atengo,2247.1,968,13.576,17.06,0,106.401
14012,Jalisco,Atenguillo,2810.6,1669.7,6.303,0,0,126.850
14013,Jalisco,Atotonilco el Alto,2560.3,1132.3,100.304,6.2,4.61,266.426
14014,Jalisco,Atoyac,3175.4,981.4,36.847,11.37,0,147.919
14015,Jalisco,Autlan de Navarro,2715.3,1387.1,67.433,11.06,10.96,242.998
14016,Jalisco,Ayotlan,2658.5,2801.9,80.128,9.49,4.7,42.280
14017,Jalisco,Ayutla,2558,1317.8,14.095,0,37.07,75.491
14018,Jalisco,La Barca,2518.2,1403,179.027,7.14,2.83,157.727
14019,Jalisco,BolaÃ±os,2065.4,618.4,4.696,47.39,11.66,90.321
14020,Jalisco,Cabo Corrientes,2983.6,1244.3,5.467,36.48,27.14,34.234
14021,Jalisco,Casimiro Castillo,2854.4,857.1,44.495,29.04,12.34,184.675
14022,Jalisco,Cihuatlan,3227.9,1730,56.241,23.37,27.29,213.793
14023,Jalisco,Zapotlan el Grande,2883.2,1297.1,389.925,23.71,14.46,255.740
14024,Jalisco,Cocula,3340.4,1075.1,64.753,10.77,24.96,123.919
14025,Jalisco,Colotlan,3126.2,1011.5,38.977,14.9,4.92,292.349
14026,Jalisco,Concepcion de Buenos Aires,2492.6,1401.1,13.93,0,0,202.713
14027,Jalisco,Cuautitlan de Garcia Barragan,2532.2,416.8,15.585,69.95,16,48.069
14028,Jalisco,Cuautla,2508.2,1212.3,8.493,0,0,86.881
14029,Jalisco,Cuquio,2002.9,1344.8,20.228,10.2,5.05,96.526
14030,Jalisco,Chapala,3172.8,2907.9,143.151,20.28,40.24,95.572
14031,Jalisco,Chimaltitan,2763.5,487.7,3.371,73.24,0,173.088
14032,Jalisco,Chiquilistlan,2262.5,1201.2,13.84,15.37,15.22,58.733
14033,Jalisco,Degollado,2330.1,3316.3,69.582,0,8.39,27.574
14034,Jalisco,Ejutla,2747.4,606.9,4.195,0,0,140.914
14035,Jalisco,Encarnacion de Diaz,2628.7,1773.5,40.895,7.04,38.36,91.520
14036,Jalisco,Etzatlan,2880,1077.7,65.338,14.91,4.93,39.668
14037,Jalisco,El Grullo,2955.5,1421.1,164.885,19,7.54,173.213
14038,Jalisco,Guachinango,2345.7,977.5,8.69,0,0,88.183
14039,Jalisco,Guadalajara,3420.6,2260.7,7373.897,37.76,28.38,330.834
14040,Jalisco,Hostotipaquillo,2314.9,860.6,12.511,16.61,8.22,30.943
14041,Jalisco,Huejucar,2466,1716.7,10.759,44.43,14.73,145.232
14042,Jalisco,Huejuquilla el Alto,3269.7,859.2,13.963,41.24,20.43,114.298
14043,Jalisco,La Huerta,2425.3,1019.8,13.292,41.47,33.61,153.545
14044,Jalisco,Ixtlahuacan de los Membrillos,2422.9,2159.1,368.896,19.14,32.48,122.728
14045,Jalisco,Ixtlahuacan del Rio,2223.3,1854.7,36.225,0,19.4,89.290
14046,Jalisco,Jalostotitlan,2303.8,2801,67.876,2.8,5.55,33.536
14047,Jalisco,Jamay,2076.2,1552.9,142.667,7.99,15.82,109.795
14048,Jalisco,Jesus Maria,2940.4,3287.3,33.309,4.94,14.67,83.844
14049,Jalisco,Jilotlan de los Dolores,2208.2,1395.6,6.149,47.24,37.45,74.884
14050,Jalisco,Jocotepec,2271.2,2521,122.554,36.38,40.26,101.580
14051,Jalisco,Juanacatlan,1962.3,1577.3,346.374,61.16,13.46,165.599
14052,Jalisco,Juchitlan,2249.4,1928,13.702,34.44,51.38,54.808
14053,Jalisco,Lagos de Moreno,2426.1,1396.9,60.506,42.29,67.02,181.336
14054,Jalisco,El Limon,3168.6,922.1,39.023,35.59,17.77,71.235
14055,Jalisco,Magdalena,2470.5,1016.6,49.35,12.54,4.13,71.319
14056,Jalisco,Santa Maria del Oro,2051.7,557.2,4.296,0,39.44,13.489
14057,Jalisco,La Manzanilla de la Paz,2625.8,1811.3,31.689,0,0,198.364
14058,Jalisco,Mascota,2561.7,1112.1,9.079,6.52,6.48,115.766
14059,Jalisco,Mazamitla,2839.4,1746.5,79.258,0,13.22,113.621
14060,Jalisco,Mexticacan,3107.9,1314.9,25.889,16.06,47.96,146.252
14061,Jalisco,Mezquitic,2797.6,1077,7.008,29.76,29.37,53.009
14062,Jalisco,Mixtlan,2842.3,887.7,8.693,0,0,53.022
14063,Jalisco,Ocotlan,2824.2,1919.1,428.139,14.92,23.65,206.112
14064,Jalisco,Ojuelos de Jalisco,2648.4,864.1,25.511,9.13,54.18,159.420
14065,Jalisco,Pihuamo,2699.8,996.2,11.297,23.42,31.04,92.369
14066,Jalisco,Poncitlan,3133.8,1429.2,79.777,9.34,16.63,115.961
14067,Jalisco,Puerto Vallarta,3284.1,1891.6,224.376,11.78,16.63,461.571
14068,Jalisco,Villa Purificacion,2298.8,1093,5.833,16.2,16.09,73.744
14069,Jalisco,Quitupan,2447.1,2216.3,11.748,0,0,45.470
14070,Jalisco,El Salto,2474.1,2121.3,5610.892,50.4,51.5,172.863
14071,Jalisco,San Cristobal de la Barranca,1943.1,988.1,4.591,30.03,29.84,145.800
14072,Jalisco,San Diego de Alejandria,2783.4,1266.8,17.6,13.71,0,123.393
14073,Jalisco,San Juan de los Lagos,2383.3,1873.6,82.599,5.39,25.31,136.397
14074,Jalisco,San Julian,2799.5,2333.5,62.554,5.5,0,47.062
14075,Jalisco,San Marcos,2500,827.4,12.945,0,0,78.934
14076,Jalisco,San Martin de BolaÃ±os,2273.8,544.5,3.12,135.66,80.65,61.369
14077,Jalisco,San Martin Hidalgo,2453,1668.3,86.582,10.5,24.34,76.289
14078,Jalisco,San Miguel el Alto,2915.9,2355.6,62.562,2.79,27.61,51.310
14079,Jalisco,Gomez Farias,2787.6,1122.7,47.78,19.09,12.6,162.194
14080,Jalisco,San Sebastian del Oeste,2088.9,599,3.633,33.66,33.52,60.464
14081,Jalisco,Santa Maria de los Angeles,2462.8,844,12.336,25.91,77.33,102.730
14082,Jalisco,Sayula,2891.9,1305.9,126.157,8.14,5.38,86.837
14083,Jalisco,Tala,2435.7,1536.1,225.285,18.46,17.03,198.473
14084,Jalisco,Talpa de Allende,2879.6,988.4,6.579,12.91,0,47.399
14085,Jalisco,Tamazula de Gordiano,2683,784.7,29.412,9.77,21.84,259.908
14086,Jalisco,Tapalpa,2139.8,1133.5,48.049,4.89,9.67,41.168
14087,Jalisco,Tecalitlan,2426.9,902.9,12.594,22.1,16.44,91.412
14088,Jalisco,Tecolotlan,2498,1183.3,20.861,5.5,54.55,61.678
14089,Jalisco,Techaluta de Montenegro,2296.2,680.5,46.452,0,0,55.083
14090,Jalisco,Tenamaxtlan,2680.5,1134.9,21.604,41.21,0,184.000
14091,Jalisco,Teocaltiche,2630.5,1781.1,43.598,2.28,13.57,154.114
14092,Jalisco,Teocuitatlan de Corona,2780.9,916,26.75,0,0,43.875
14093,Jalisco,Tepatitlan de Morelos,2316.6,1876.1,97.985,13.29,7.89,221.527
14094,Jalisco,Tequila,2415.6,1761.8,32.514,9.08,8.99,76.358
14095,Jalisco,Teuchitlan,2245.8,1102.2,33.786,0,9.56,90.055
14096,Jalisco,Tizapan el Alto,2617.3,2041.9,83.265,0,17.42,70.991
14097,Jalisco,Tlajomulco de ZuÃ±iga,2282.9,1919.7,1142.59,40.31,47.36,144.045
14098,Jalisco,San Pedro Tlaquepaque,2808,2224.2,2536.647,59.13,52.32,165.319
14099,Jalisco,Toliman,2383.7,796.3,22.837,0,9.4,32.949
14100,Jalisco,Tomatlan,2600.7,1011.6,13.665,31.14,15.43,75.963
14101,Jalisco,Tonala,2730.3,2372.1,4765.956,27.96,30.81,148.320
14102,Jalisco,Tonaya,2220.9,1322.1,12.134,15.74,0,59.218
14103,Jalisco,Tonila,2700.9,841,33.475,13.18,13.11,94.944
14104,Jalisco,Totatiche,2851,1244.3,7.698,21.54,21.48,93.797
14105,Jalisco,Tototlan,2347.5,1575.7,80.495,8.27,16.39,67.247
14106,Jalisco,Tuxcacuesco,2294.1,657.4,20.664,0,0,92.913
14107,Jalisco,Tuxcueca,2747.1,1899,22.419,0,14.35,41.910
14108,Jalisco,Tuxpan,2655,1519.9,68.186,16.2,10.71,81.126
14109,Jalisco,Union de San Antonio,2230.2,1851,27.725,5.15,0,136.758
14110,Jalisco,Union de Tula,2837.3,1368.4,41.306,0,13.59,109.388
14111,Jalisco,Valle de Guadalupe,1909.7,1809.6,12.84,26.91,0,118.873
14112,Jalisco,Valle de Juarez,2853.6,2759.3,67.312,62.38,0,64.385
14113,Jalisco,San Gabriel,2274.9,1169.2,36.854,11.52,5.71,37.983
14114,Jalisco,Villa Corona,2417.3,1050.3,106.278,16.01,10.59,148.520
14115,Jalisco,Villa Guerrero,3300.8,1233.2,5.059,33.2,0,108.807
14116,Jalisco,Villa Hidalgo,3040.5,3517.8,39.317,9.71,4.8,58.270
14117,Jalisco,CaÃ±adas de Obregon,2554,1420.9,9.304,22.86,0,76.559
14118,Jalisco,Yahualica de Gonzalez Gallo,2694.1,1432.7,43.003,8.77,4.36,125.224
14119,Jalisco,Zacoalco de Torres,2390.3,1485.2,62.027,19.61,6.48,108.110
14120,Jalisco,Zapopan,2805.1,1795.8,1653.128,18.61,20.99,206.871
14121,Jalisco,Zapotiltic,2743.5,1637.2,65.985,6.27,31.07,91.644
14122,Jalisco,Zapotitlan de Vadillo,2890.6,762.8,15.53,0,28,57.494
14123,Jalisco,Zapotlan del Rey,2228.9,1828.1,60.078,5.2,10.31,81.150
14124,Jalisco,Zapotlanejo,2401.7,3209.6,100.784,4.15,16.41,61.707
14125,Jalisco,San Ignacio Cerro Gordo,2277,2505.3,69.932,5.09,10.07,53.460
15001,México,Acambay de Ruiz CastaÃ±eda,2454.9,1292.2,137.915,4.32,11.36,106.013
15002,México,Acolman,2605.8,2087.6,1974.068,17.29,19.43,113.016
